name,genre,cost,platform,popularity,pegi,year,developer,publisher,region,mode,engine,award,dlc_support,language,metascore,user_score,reviews,rating_source,copies_sold_millions,revenue_millions_usd
Call of Duty: Modern Warfare,RPG,N/A,PS,57,3,1992,Capcom,Square Enix,EU,Online,Unity,?,No,EN/ES,77.5,?,?,IGN ,30M,$1B
Doom Eternal,Puzzle,?,PS,89,?,2006,Ubisoft ,IndiePub,NA,Co-op,Custom Engine,Indie Award,?,PT,49.1,N/A,?,Metacritic,1.5M,N/A
Untitled Project,Action,Free,Mobile,368.3449549981338,RP,2001,Bethesda,Ubisoft,NA/EU,Single-player,Unity,None,No,IT,?,9/10,52881.67077202043,Metacritic,?,N/A
Game Prototype,RPG ,$47,Nintendo Switch,632.5796263965668,RP,2006,Unknown,Ubisoft,Global ,?,Frostbite,NONE,N,IT,80/100,N/A,34993,OpenCritic,1.5M,N/A
Cyberpunk 2077,RPG,56.7,pc,458.5740762742329,12,2023,Microsoft,Activision,JP,Single ,Unreal Engine,Nominated,?,ES,80/100,?,24142,IGN,?,$500M
Resident Evil 4,Racing,$46,Mobile,?,18+,2016,Ubisoft,?,Global ,?,Unity,Indie Award,?,PT,31.6,N/A,59840.923647116564,IGN ,2.16,N/A
Call of Duty: Modern Warfare,action,$34,PC,29,12,1989,nintendo,Ubisoft,JP,Online,Custom,Indie Award,No,FR,80/100,?,?,?,30M,N/A
 ,Action,$29,Mobile,N/A,18,1998,Microsoft,2K,NA/EU,Single-player,?,None,Yes,EN,?,?,25192,IGN ,1.5M,943.5
Ghost of Tsushima,Action,$63,PlayStation,13,RP,N/A,Activision,IndiePub,Global,Co-op,?,NONE,Yes,ES,80/100,4.7,16308,?,?,$500M
Animal Crossing: New Horizons,Unknown,113.14,Mobile,?,3,1997,Rockstar,Unknown ,JP,Multiplayer,Custom Engine,Indie Award,Yes,FR,25.7,2.4,N/A,Metacritic ,N/A,$500M
Minecraft,Adventure,Free,Switch ,?,RP,1999,Rockstar,Bandai Namco,Global,?,Unreal Engine,Nominated,Maybe,FR,80/100,9/10,28800,OpenCritic,21.64,?
League of Legends,Indie,N/A,PS,37.6885745360469,?,1991,nintendo,Activision,NA,Online,Unity ,GOTY ,Maybe,PT,?,N/A,13585,?,N/A,$500M
The Witcher 3: Wild Hunt,Indie,0,pc,251.95833389518597,7+,1999,Ubisoft ,Sega,EU,Co-op,Unreal Engine,None,No,EN,80/100,?,?,Metacritic,?,$1B
FIFA 23,RPG,Free,pc,N/A,unknown,1997,Sony,?,Global,Online,Unity ,Nominated,Y,DE,?,?,71915.14999438239,IGN,1.5M,64.9
Call of Duty: Modern Warfare,RPG,N/A,PlayStation,N/A,7+,1993,Ubisoft,Activision,Global,Multi ,Unity ,?,Maybe,IT,80/100,?,N/A,Metacritic ,N/A,$500M
Unknown Game,Racing,0,Xbox,65,unknown,2024,Sony,IndiePub,NA/EU,Single-player,Unity,GOTY ,Yes,DE,80/100,9/10,1734,Metacritic ,?,$1B
Untitled Project,?,$23,Mobile,?,unknown,1997,Ubisoft,Microsoft,Global ,?,?,GOTY ,Unknown,PT,?,0.7,26888,Metacritic ,30M,$500M
 ,Puzzle,95.07,XBOX,792.8209114482117,18+,2002,Rockstar,Ubisoft,EU,Multiplayer,?,Indie Award,Unknown,JP,80/100,N/A,40411,Steam,N/A,$500M
Horizon Zero Dawn,Shooter,27.33,PS,99,18,2013,nintendo,Nintendo,NA,Online,Custom,?,Yes,FR,N/A,N/A,55436.597024254865,IGN ,?,1098.0
Sekiro: Shadows Die Twice,action,?,Nintendo Switch,?,7+,1996,Microsoft,Sony,Global ,Multi ,CryEngine,GotY,N,IT,N/A,9/10,346,?,30M,?
The Legend of Zelda: Breath of the Wild,Unknown,81.17,pc,?,?,1995,Rockstar,EA,NA,Multiplayer,CryEngine,?,Y,PT,?,N/A,N/A,Metacritic,19.21,1625.0
FIFA 23,Unknown,?,PC,N/A,12,1991,Unknown,Bandai Namco,Global,Multiplayer,Unity ,GOTY ,N,DE,?,?,14117.23928544153,Metacritic,?,$1B
Animal Crossing: New Horizons,Sports,$56,Switch ,108.61786731466505,12,2014,Nintendo,Sega,NA/EU,Multiplayer,Unity ,Indie Award,Yes,EN/ES,?,N/A,65090.278890183916,IGN ,?,187.2
Cyberpunk 2077,Action,?,Switch ,N/A,3,2011,nintendo,Ubisoft,JP,Single-player,Unity,NONE,Maybe,EN/ES,?,1.8,N/A,?,1.5M,?
FIFA 23,Sports,?,XBOX,442.28763214149126,?,1997,Nintendo,?,NA/EU,Multiplayer,Frostbite,None,Maybe,EN/ES,?,7.7,27280,OpenCritic,25.76,$500M
Super Mario Odyssey,action,Free,Nintendo Switch,N/A,18,2003,Microsoft,2K,Global ,Online,Custom,Nominated,Y,PT,?,?,?,IGN ,1.5M,296.1
Animal Crossing: New Horizons,RPG ,?,Switch ,N/A,unknown,2008,Square Enix,EA,?,Online,?,GOTY ,Y,PT,N/A,9/10,52768.426170981584,Metacritic,?,$1B
Horizon Zero Dawn,Indie,?,Xbox,421.3455610140511,?,2024,Capcom,Ubisoft,Global,Co-op,Frostbite,Indie Award,?,EN/ES,58.9,N/A,16852.024407490997,?,9.14,?
Animal Crossing: New Horizons,Strategy,37.17,XBOX,N/A,12,9999,nintendo,?,?,Single ,CryEngine,Indie Award,Unknown,IT,80/100,?,?,Metacritic,N/A,$1B
Apex Legends,?,N/A,Xbox,570.4588051520552,16,1992,Square Enix,Microsoft,JP,?,Unreal Engine,?,Yes,IT,?,9/10,38043.785115968945,IGN ,1.5M,$1B
FIFA 23,Adventure,Free,Xbox,N/A,12,2004,Ubisoft ,?,?,Online,?,GOTY ,?,PT,N/A,N/A,?,IGN ,1.5M,?
Unknown Game,?,$36,Switch ,?,18+,2015,Activision,Nintendo,JP,Single ,Custom Engine,None,N,CN,80/100,N/A,42727,?,?,?
Fortnite,Simulation,?,Mobile,31,?,1987,Square Enix,Nintendo,EU,Co-op,Frostbite,GOTY ,N,JP,N/A,6.6,N/A,?,?,$1B
Hades,action,$42,pc,?,18+,9999,EA,Ubisoft,JP,?,Unity,GOTY ,Y,PT,?,N/A,76827.79303586634,IGN,1.5M,1018.1
Horizon Zero Dawn,Adventure,95.62,Mobile,?,RP,2008,Sony,Microsoft,?,Single ,Custom,None,N,EN/ES,?,N/A,47574.88651511722,IGN,1.5M,?
The Legend of Zelda: Breath of the Wild,RPG ,15.47,PlayStation,21,12,1987,Activision,Ubisoft,Global,Online,Unreal Engine,Indie Award,Maybe,CN,?,N/A,N/A,?,?,66.2
Hades,Puzzle,N/A,PlayStation,148.29800356137812,unknown,1987,CapCom,Microsoft,NA,?,Frostbite,GOTY ,Unknown,EN,80/100,?,75052.07040424742,IGN,1.5M,$1B
The Sims 4,Sports,0,Nintendo Switch,N/A,?,1999,Rockstar,Sega,?,Online,Custom,GotY,No,PT,?,?,N/A,Metacritic ,1.5M,$500M
Game Prototype,Sports,Free,pc,N/A,16,2018,EA,Sony,NA,Co-op,Unity,?,Unknown,FR,80/100,?,14832,OpenCritic,1.5M,?
Persona 5 Royal,Shooter,0,XBOX,441.4860343277598,unknown,1993,Bethesda,EA,NA/EU,Co-op,?,Nominated,N,IT,?,9/10,N/A,Steam,1.5M,$1B
Elden Ring,?,?,Nintendo Switch,?,7+,2018,Unknown,Sony,?,?,Unity,Indie Award,Unknown,EN,?,6.7,N/A,?,N/A,?
Ghost of Tsushima,Racing,Free,PlayStation,10,16,1985,CapCom,?,Global ,Multiplayer,Unity ,None,Unknown,FR,59.1,?,46071.15492986692,Metacritic ,30M,$500M
The Sims 4,action,Free,XBOX,N/A,unknown,2022,Sony,Nintendo,?,Multi ,Frostbite,NONE,Unknown,ES,68.9,?,?,Steam,?,$1B
Ghost of Tsushima,action,N/A,Nintendo Switch,657.0401135377801,unknown,1989,Bethesda,Sega,EU,Multi ,Frostbite,?,Y,EN/ES,80/100,9/10,?,IGN,30M,N/A
Valorant,Simulation,?,PC,51,7+,2008,Activision,Bandai Namco,EU,Multiplayer,?,NONE,N,IT,?,N/A,35253,IGN ,15.9,583.4
The Witcher 3: Wild Hunt,Action,$47,Switch ,900.4800750377016,18,2015,Capcom,EA,JP,Multi ,Frostbite,GotY,No,EN,N/A,9.0,59989.6623531521,Steam,1.5M,$1B
Doom Eternal,Indie,Free,Xbox,452.8423371122194,RP,2021,Rockstar,EA,Global ,Multiplayer,Unity,Nominated,Unknown,IT,80/100,N/A,?,?,30M,?
Unknown Game,Indie,0,pc,68,7,2018,Capcom,Square Enix,EU,Single ,Unity,Nominated,Y,CN,80/100,N/A,N/A,?,1.5M,$1B
NBA 2K24,Shooter,Free,PC,923.7560988210565,7+,1986,Nintendo,IndiePub,NA,Single ,Custom,?,?,ES,80/100,9/10,23382,?,N/A,$500M
FIFA 23,Racing,Free,XBOX,?,7,2019,Sony,Activision,Global,Multi ,Unity ,Nominated,Maybe,PT,26.5,9/10,16395,OpenCritic,32.4,?
The Witcher 3: Wild Hunt,?,$62,PS,?,unknown,2009,Nintendo,Microsoft,Global ,Single ,Unreal Engine,?,N,PT,N/A,9.3,N/A,OpenCritic,N/A,1220.0
The Sims 4,RPG,0,Mobile,N/A,7,2011,Sony,Bandai Namco,Global,Single-player,Unreal Engine,GOTY ,N,EN/ES,44.1,?,N/A,Metacritic,N/A,$500M
 ,Puzzle,Free,PlayStation,24,RP,2006,Rockstar,Square Enix,EU,Multiplayer,?,None,Unknown,ES,80/100,?,N/A,Steam,30M,?
Fortnite,Shooter,0,PlayStation,80,RP,2003,CapCom,Activision,Global ,Co-op,Custom Engine,Nominated,No,?,N/A,3.7,N/A,Metacritic ,30M,$1B
Call of Duty: Modern Warfare,Adventure,?,Xbox,74,18,2001,Square Enix,EA,Global ,Multiplayer,CryEngine,Nominated,Maybe,IT,N/A,?,N/A,Metacritic,30M,566.8
Resident Evil 4,Shooter,$44,Switch ,93,unknown,2019,Sony,Ubisoft,Global ,Multiplayer,Unreal Engine,GOTY ,Maybe,EN,80/100,N/A,N/A,OpenCritic,N/A,$1B
Halo Infinite,Indie,Free,Switch ,29,unknown,2006,Sony,EA,Global ,?,Unity ,GOTY ,Yes,Multiple,80/100,5.1,N/A,Metacritic ,7.14,N/A
Ghost of Tsushima,Simulation,Free,PC,?,7,1989,Microsoft,?,JP,Co-op,Custom,?,?,?,N/A,?,91405.22637568641,Metacritic ,N/A,?
The Sims 4,action,Free,Mobile,97,unknown,2020,Rockstar,Square Enix,Global,Single-player,Custom,Indie Award,Y,FR,80/100,?,N/A,Metacritic,15.43,N/A
Ghost of Tsushima,RPG,N/A,PS,N/A,?,2022,Ubisoft,Sega,?,Multi ,Unreal Engine,GotY,?,JP,58.1,9/10,?,Metacritic,14.12,?
Resident Evil 4,RPG ,?,pc,?,RP,2002,Unknown,Nintendo,NA/EU,?,Unreal Engine,None,?,DE,80/100,N/A,77806.31362650867,Metacritic ,N/A,$500M
N/A,Shooter,Free,PlayStation,203.8370364097597,7+,2011,Unknown,Microsoft,EU,Single-player,CryEngine,None,?,JP,?,5.6,49141.877658652054,Metacritic,21.14,N/A
Unknown Game,Racing,?,PS,62,12,1985,nintendo,Sega,JP,Online,Custom,?,Maybe,DE,80/100,N/A,N/A,IGN ,42.46,950.7
The Sims 4,Unknown,4.96,Nintendo Switch,44.44820563966723,18,1987,Ubisoft,Nintendo,JP,Co-op,Frostbite,?,Y,JP,N/A,9.5,N/A,OpenCritic,30M,$500M
Final Fantasy VII Remake,Indie,$65,Nintendo Switch,N/A,18+,1997,Activision,Bandai Namco,?,Multiplayer,Unity ,NONE,Y,CN,?,9.0,?,Steam,?,N/A
God of War,Simulation,N/A,PS,N/A,?,2024,Activision,Nintendo,Global,Single-player,Custom,Nominated,Unknown,JP,N/A,N/A,92612.99559238406,?,41.54,N/A
League of Legends,Adventure,N/A,Xbox,?,16,N/A,Bethesda,?,JP,?,Custom Engine,Nominated,Unknown,ES,?,N/A,N/A,IGN ,1.5M,$500M
Minecraft,RPG,?,pc,90,unknown,1985,CapCom,Microsoft,Global,Single ,Unity,None,N,ES,N/A,9/10,?,OpenCritic,3.27,$1B
Red Dead Redemption 2,?,?,PS,N/A,18,2001,CapCom,Nintendo,NA,Online,Frostbite,?,N,FR,N/A,4.2,20588,Steam,?,N/A
FIFA 23,RPG ,37.7,XBOX,?,RP,2005,Nintendo,Square Enix,NA/EU,Single ,Frostbite,GotY,?,PT,N/A,?,N/A,IGN ,9.42,?
Sekiro: Shadows Die Twice,Unknown,?,PS,?,RP,1998,Capcom,Unknown ,JP,Multi ,Unity,?,N,IT,?,9/10,84235.90682255046,Metacritic,30M,$1B
Minecraft,Adventure,?,PC,822.1514933430661,7,1989,CapCom,EA,NA,Online,Frostbite,GOTY ,?,JP,80/100,?,17061.63556943806,Metacritic,?,?
The Sims 4,Unknown,69.88,PS,22,7+,9999,Ubisoft ,2K,Global,Multiplayer,Custom Engine,?,No,FR,51.0,2.6,90305.1794496412,?,30M,$500M
Persona 5 Royal,Action,Free,Nintendo Switch,13.520733277060494,18,2003,nintendo,Activision,Global ,Single-player,CryEngine,GOTY ,Y,?,N/A,9/10,33956,Steam,N/A,$500M
Super Mario Odyssey,Indie,109.13,pc,98.02102723206285,7+,2017,Bethesda,?,Global,Single-player,Custom Engine,?,N,PT,35.1,9/10,41986,Metacritic,30M,N/A
Grand Theft Auto V,Strategy,$21,Xbox,55,18+,2004,Microsoft,Microsoft,JP,Multiplayer,Unity ,NONE,Yes,CN,N/A,9/10,16244,Metacritic,N/A,$500M
FIFA 23,?,N/A,Switch ,73.50069591072761,RP,1987,CapCom,?,EU,?,Custom Engine,None,Y,Multiple,N/A,7.7,N/A,OpenCritic,30M,?
The Legend of Zelda: Breath of the Wild,RPG,Free,Nintendo Switch,N/A,unknown,1990,CapCom,EA,?,Co-op,CryEngine,NONE,Unknown,EN/ES,N/A,?,N/A,Metacritic,?,?
Final Fantasy VII Remake,Puzzle,N/A,Switch ,N/A,18,2020,nintendo,?,Global ,Multi ,CryEngine,Indie Award,No,IT,?,N/A,7174.199565415373,Steam,6.25,$500M
Doom Eternal,Simulation,Free,pc,460.7710232190999,RP,2024,CapCom,Ubisoft,NA/EU,Single-player,Unity,GOTY ,Yes,IT,57.9,2.9,33094,OpenCritic,30M,N/A
Halo Infinite,Action,?,Xbox,N/A,7+,1985,CapCom,Bandai Namco,NA,Multiplayer,Unity,GOTY ,?,EN,81.3,9/10,50557.400553262174,Steam,1.5M,N/A
The Sims 4,Unknown,Free,Switch ,43,3,2008,Nintendo,Bandai Namco,NA/EU,Single-player,Unity,GOTY ,Yes,CN,80/100,?,60067.87975027393,IGN ,N/A,1941.5
Game Prototype,RPG,?,Switch ,33,RP,2018,CapCom,2K,NA,Multi ,Custom Engine,NONE,No,IT,76.6,?,N/A,?,?,N/A
Final Fantasy VII Remake,Puzzle,?,PC,N/A,18,2004,Bethesda,Sony,?,Co-op,Custom,GOTY ,Yes,PT,89.5,9/10,N/A,IGN,?,1534.7
Halo Infinite,Strategy,0,XBOX,N/A,?,2008,nintendo,Sony,Global,Single-player,Unreal Engine,Nominated,?,CN,80/100,N/A,?,OpenCritic,33.06,588.9
The Legend of Zelda: Breath of the Wild,Sports,N/A,pc,?,12,2023,Square Enix,Bandai Namco,NA,Multi ,Custom,Indie Award,N,PT,?,?,?,?,1.5M,1933.0
Unknown Game,RPG ,?,Mobile,88,7,2009,CapCom,Ubisoft,Global,Multiplayer,Unity ,GOTY ,Y,?,25.5,?,29774,OpenCritic,37.2,$1B
The Legend of Zelda: Breath of the Wild,Sports,$59,Xbox,N/A,3,1994,EA,IndiePub,EU,?,Frostbite,GOTY ,Yes,?,51.6,9/10,?,IGN,N/A,N/A
Unknown Game,Racing,?,PlayStation,128.95094185807432,3,1986,Nintendo,Nintendo,?,?,?,NONE,N,ES,80/100,N/A,25597,Metacritic,0.83,N/A
Grand Theft Auto V,Puzzle,?,PC,90,7+,1998,Microsoft,Activision,Global,?,Unity,?,Maybe,?,80/100,?,18868,?,N/A,N/A
Final Fantasy VII Remake,RPG,$47,Xbox,?,7,2017,Microsoft,Sony,Global ,Single-player,CryEngine,GOTY ,Unknown,FR,54.3,?,49067,OpenCritic,30M,$1B
The Legend of Zelda: Breath of the Wild,action,N/A,XBOX,873.661752454659,16,2005,EA,Sony,Global,Co-op,Custom Engine,None,Y,ES,?,?,890,?,30M,?
Dark Souls III,Strategy,Free,PC,16,18+,1997,nintendo,Sega,?,Single ,Frostbite,?,Yes,EN,N/A,?,?,Steam,?,?
Cyberpunk 2077,RPG,N/A,Mobile,29,7,2001,Activision,Nintendo,NA,Single ,Unreal Engine,Nominated,Y,ES,47.7,1.0,N/A,IGN,1.5M,$500M
The Legend of Zelda: Breath of the Wild,Simulation,?,Switch ,187.2204271047483,RP,2021,Capcom,?,JP,Co-op,Unity ,None,Unknown,IT,80/100,2.3,28003.344808426133,Metacritic ,N/A,N/A
Animal Crossing: New Horizons,Shooter,?,PlayStation,90,18,1990,EA,Nintendo,Global,?,Unreal Engine,?,Maybe,CN,80/100,?,N/A,Metacritic ,1.5M,N/A
Super Mario Odyssey,RPG,?,XBOX,52,3,1999,Square Enix,Nintendo,EU,?,Unity ,NONE,Y,EN/ES,80/100,9/10,?,Metacritic ,28.08,530.8
Resident Evil 4,action,37.19,Switch ,N/A,?,1987,Unknown,Ubisoft,JP,Multiplayer,CryEngine,Nominated,N,Multiple,N/A,5.7,N/A,Metacritic,1.5M,$500M
 ,Sports,$60,Nintendo Switch,N/A,7,N/A,Ubisoft,?,Global ,Online,Unity ,Nominated,Y,ES,80/100,N/A,10978,IGN,11.74,$1B
Doom Eternal,action,N/A,pc,?,?,N/A,nintendo,Activision,EU,Single ,Custom Engine,GotY,?,EN/ES,80/100,N/A,45491.27561116426,Metacritic ,N/A,?
Persona 5 Royal,Strategy,$55,pc,77,18+,2011,EA,Sega,JP,Multiplayer,Unity,None,Yes,DE,?,9/10,N/A,Steam,?,?
Halo Infinite,Indie,102.68,Switch ,?,3,9999,Square Enix,2K,Global,Multiplayer,Custom Engine,Nominated,N,?,80/100,9/10,?,Metacritic ,31.15,?
Persona 5 Royal,Racing,$52,Mobile,55,18,2023,Sony,Microsoft,EU,Online,?,GOTY ,N,DE,N/A,?,?,Steam,N/A,$1B
Minecraft,Unknown,N/A,XBOX,N/A,3,2022,Bethesda,Activision,NA/EU,Multiplayer,?,GotY,Maybe,IT,72.5,N/A,N/A,OpenCritic,?,$1B
The Witcher 3: Wild Hunt,Strategy,0,Xbox,?,RP,2003,Sony,?,Global ,?,Unity ,Nominated,Maybe,FR,?,N/A,7280,OpenCritic,?,?
Grand Theft Auto V,Unknown,N/A,PlayStation,32,18,2013,Bethesda,Nintendo,NA,Multiplayer,Unreal Engine,None,Yes,DE,99.7,?,21709,Steam,33.95,?
Resident Evil 4,Puzzle,$34,PlayStation,N/A,12,1987,EA,Activision,EU,Single ,Custom Engine,?,Y,CN,N/A,8.8,?,IGN,?,?
Overwatch,Unknown,75.86,pc,N/A,3,2015,Rockstar,2K,Global,Co-op,Frostbite,GotY,No,Multiple,N/A,?,75453.41659331307,OpenCritic,N/A,860.2
Call of Duty: Modern Warfare,Puzzle,45.09,Mobile,N/A,18+,2012,EA,Microsoft,NA,Multiplayer,CryEngine,NONE,N,EN,80/100,N/A,13318.14545156157,IGN,19.37,$1B
Dark Souls III,Simulation,$69,PS,N/A,3,2000,Activision,Activision,NA,Multiplayer,?,None,Yes,ES,80/100,?,?,IGN,1.5M,N/A
Red Dead Redemption 2,RPG,Free,PS,?,7+,2010,Microsoft,Sega,EU,Single-player,Custom Engine,Nominated,N,PT,N/A,N/A,?,IGN,39.83,1093.9
Persona 5 Royal,Action,0,PC,?,16,2019,Capcom,Sega,Global,Single-player,CryEngine,?,?,JP,N/A,?,37061.12814604534,Steam,?,?
Grand Theft Auto V,RPG ,?,Nintendo Switch,3,7,9999,Activision,2K,Global ,Single ,Unity ,Nominated,Maybe,IT,?,1.6,79753.55597647725,?,30M,1170.3
Super Mario Odyssey,Strategy,$28,PS,25,?,2013,CapCom,Square Enix,?,Multi ,Unity,Nominated,Yes,CN,?,?,79228.30249476578,OpenCritic,18.98,887.1
Minecraft,Adventure,?,XBOX,N/A,7,2024,Microsoft,Sony,Global,Single-player,Unity,?,Yes,FR,80/100,N/A,73123.74967371991,Metacritic ,N/A,N/A
Horizon Zero Dawn,Indie,N/A,PS,14,unknown,2015,Activision,Sega,NA,Single-player,Frostbite,?,Unknown,?,89.7,4.2,?,Steam,N/A,?
FIFA 23,Puzzle,N/A,Nintendo Switch,N/A,?,1988,Activision,Sony,JP,Single ,Custom Engine,NONE,?,PT,?,?,27213,Metacritic ,31.98,$500M
N/A,Puzzle,$24,Nintendo Switch,?,7+,2003,Unknown,Unknown ,Global ,Online,CryEngine,None,Unknown,FR,?,9/10,28218,OpenCritic,?,489.0
Sekiro: Shadows Die Twice,Shooter,117.89,XBOX,N/A,18,2015,Unknown,Sega,JP,Single ,Unity,GOTY ,No,EN/ES,?,9/10,?,IGN,23.77,N/A
Untitled Project,Simulation,Free,PS,N/A,?,2009,Rockstar,2K,JP,Multi ,Frostbite,GOTY ,Y,CN,?,0.7,N/A,IGN,?,?
Unknown Game,action,0,PC,?,12,2005,Square Enix,EA,NA,Single ,Unreal Engine,NONE,Y,IT,91.8,8.7,?,Metacritic,?,$1B
Ghost of Tsushima,Adventure,Free,XBOX,73,?,2010,Ubisoft ,Sega,EU,Multi ,Custom,Indie Award,No,CN,N/A,?,N/A,Metacritic,N/A,$500M
Super Mario Odyssey,?,119.85,XBOX,11,12,2012,Microsoft,IndiePub,EU,Multiplayer,CryEngine,GotY,?,?,80/100,N/A,N/A,Metacritic ,46.36,?
 ,RPG ,0,XBOX,86,18,1988,Microsoft,?,Global,Multiplayer,?,None,Yes,JP,N/A,6.2,40106.723979128124,?,30M,?
Halo Infinite,Racing,0,Nintendo Switch,?,18,1988,Rockstar,Unknown ,Global ,Multi ,Frostbite,NONE,Maybe,DE,N/A,?,47099,IGN ,?,1357.5
The Legend of Zelda: Breath of the Wild,RPG ,62.83,pc,59,unknown,2020,Square Enix,2K,NA,?,Custom,None,No,ES,?,?,38025,OpenCritic,?,?
Resident Evil 4,Adventure,$62,pc,56.88204827506071,7+,2019,CapCom,Sony,JP,Multi ,Unity,Indie Award,?,CN,N/A,N/A,44553,Metacritic,22.59,N/A
Hades,Puzzle,$55,PlayStation,958.457455961308,unknown,2001,CapCom,IndiePub,Global ,Co-op,CryEngine,GOTY ,No,Multiple,53.3,?,?,?,?,1016.6
Untitled Project,Simulation,?,XBOX,468.0608113034338,?,2022,Rockstar,Unknown ,Global,Online,CryEngine,Indie Award,N,?,80/100,N/A,N/A,Metacritic,1.5M,$1B
The Sims 4,Adventure,N/A,XBOX,582.8374580654959,unknown,1995,nintendo,2K,Global,Single-player,Frostbite,GOTY ,Maybe,FR,N/A,9/10,N/A,OpenCritic,30M,N/A
Halo Infinite,Simulation,$47,pc,N/A,7+,2004,Unknown,Sega,EU,Single-player,Custom,?,?,FR,N/A,?,9305,Metacritic ,?,?
Call of Duty: Modern Warfare,Racing,$28,PC,642.7100367800304,unknown,2015,Activision,Microsoft,?,Co-op,Custom,GOTY ,N,PT,N/A,9/10,28578,Metacritic ,5.98,340.6
Horizon Zero Dawn,RPG,36.97,Xbox,254.27159805848476,16,2007,Bethesda,Square Enix,?,?,Frostbite,NONE,Yes,Multiple,N/A,9/10,?,OpenCritic,N/A,$1B
Horizon Zero Dawn,Strategy,$60,Xbox,93.5943200493825,RP,2021,Square Enix,Bandai Namco,?,Multi ,Unity,None,No,EN/ES,N/A,?,40066,IGN,N/A,N/A
Game Prototype,RPG,Free,Switch ,?,?,1996,Ubisoft ,Square Enix,EU,Multiplayer,Unity,?,No,JP,?,9/10,?,Metacritic ,N/A,$500M
Halo Infinite,RPG ,0,Xbox,707.9845777241767,unknown,2006,Sony,?,Global ,?,CryEngine,GOTY ,Maybe,DE,61.2,9.1,N/A,Steam,1.5M,N/A
Overwatch,Puzzle,?,Nintendo Switch,N/A,7,9999,Ubisoft,2K,EU,Multi ,Unity ,None,Yes,Multiple,N/A,9/10,92376.18754583588,Metacritic,16.96,$1B
NBA 2K24,Sports,47.85,PS,?,?,2009,Square Enix,Activision,?,Single-player,Unity,None,Y,FR,80/100,?,87754.19233719206,IGN ,N/A,N/A
NBA 2K24,action,?,Mobile,18,18,2007,Activision,Sony,Global,Online,Custom,Nominated,Yes,PT,80/100,?,N/A,?,N/A,$1B
Minecraft,Sports,$36,PS,58,16,1985,Nintendo,Sony,NA,Single ,Custom,Nominated,Unknown,FR,36.7,?,84406.90481520069,Metacritic,30M,956.8
Untitled Project,Simulation,$21,pc,416.3250324777469,16,2007,Square Enix,Sony,Global ,Multi ,CryEngine,NONE,Yes,JP,?,?,?,IGN,N/A,$1B
Call of Duty: Modern Warfare,Sports,0,Nintendo Switch,?,unknown,2001,Microsoft,Sony,NA,Co-op,CryEngine,NONE,Maybe,PT,80/100,N/A,55256.37911852857,Steam,1.5M,?
Dark Souls III,Shooter,N/A,Xbox,N/A,18,2001,Sony,Square Enix,EU,Online,Unity,Indie Award,No,FR,80/100,9/10,?,?,?,N/A
Resident Evil 4,RPG,N/A,Switch ,?,16,2002,Ubisoft ,?,?,Multiplayer,CryEngine,NONE,Y,ES,70.6,2.4,99531.18111963764,IGN,30M,$500M
Cyberpunk 2077,RPG,N/A,PlayStation,14,7+,2013,Nintendo,EA,NA/EU,Single ,Unreal Engine,?,Yes,Multiple,N/A,N/A,11369,Metacritic ,?,N/A
Call of Duty: Modern Warfare,Strategy,?,Mobile,?,unknown,2016,Nintendo,Sega,Global ,Single-player,Unreal Engine,GOTY ,N,CN,?,N/A,?,Metacritic ,30M,?
Fortnite,Unknown,61.98,PS,756.3485762729323,3,2008,CapCom,Microsoft,EU,Co-op,CryEngine,GOTY ,Maybe,?,99.8,N/A,?,Metacritic,1.5M,$1B
Hades,Adventure,Free,Mobile,406.3847193036495,18,2006,Nintendo,Square Enix,Global,Single-player,Custom,GOTY ,Y,EN/ES,?,9/10,37270,IGN ,?,110.6
N/A,Racing,Free,PlayStation,84,16,2012,Activision,Sony,Global,?,Custom Engine,Indie Award,N,DE,70.3,9.5,26187,Steam,?,$500M
Assassin’s Creed Valhalla,Puzzle,?,PS,?,7,2012,Ubisoft ,Bandai Namco,Global ,Online,?,GotY,No,FR,49.6,N/A,55042.849761997335,IGN,40.8,N/A
Sekiro: Shadows Die Twice,RPG,Free,Nintendo Switch,N/A,16,1985,Bethesda,Nintendo,Global,Single-player,?,?,Maybe,PT,?,N/A,29700,Metacritic ,1.5M,N/A
Fortnite,Strategy,105.75,PC,16,12,1987,nintendo,Bandai Namco,NA/EU,Single ,?,Nominated,No,FR,80/100,?,?,Metacritic ,N/A,$1B
Overwatch,RPG ,Free,Mobile,35,12,1989,Activision,Nintendo,Global,Co-op,Custom,GotY,Unknown,PT,N/A,N/A,N/A,Metacritic,1.5M,1252.6
Horizon Zero Dawn,Strategy,$54,Xbox,983.1675810957404,16,2006,Ubisoft ,Nintendo,Global,?,Frostbite,?,Yes,EN,25.7,?,?,Steam,30M,$500M
Halo Infinite,Unknown,?,Switch ,26.697631863540906,RP,2016,Rockstar,Square Enix,?,?,?,Indie Award,Y,DE,?,9/10,N/A,?,N/A,$500M
Resident Evil 4,Unknown,0,Xbox,88,unknown,2020,Capcom,Sega,EU,Single ,Unreal Engine,GotY,N,IT,55.4,N/A,?,IGN ,30M,?
Fortnite,Action,?,PlayStation,412.78056219041883,unknown,1998,Ubisoft ,IndiePub,NA/EU,Multiplayer,Unity,None,N,?,93.6,N/A,85196.7082244268,IGN,0.18,N/A
